T: T: Genes,C: Winner MOCK,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
CDKAL1,ER,-1.93932,-2.3175,-1.98564,0.972786,-1.17027,-0.567168,-2.81059,-2.42174,-5.02566,-2.91972,-0.868278,-1.13955,Q5VV42;Q5VV42-2,CDKAL_HUMAN,Q5VV42,Threonylcarbamoyladenosine tRNA methylthiotransferase
BROX,Cytoplasm,-1.35308,-1.29916,-1.42114,-1.66985,1.50939,-1.56042,-1.42098,-2.4437,-3.04143,-2.06818,-2.03894,-1.50922,Q5VW32;Q5VW32-2;Q5VW33;F5GXQ0,BROX_HUMAN,Q5VW32,BRO1 domain-containing protein BROX
LYPLAL1,Cytoplasm,-0.0984345,-1.91889,-1.60128,-2.92568,0.36852,-1.95273,-1.52869,-1.47065,-3.80741,-2.27425,-2.02796,-1.25901,Q5VWZ2;Q5VWZ2-2,LYPL1_HUMAN,Q5VWZ2,Lysophospholipase-like protein 1
NAA35,Translation,-1.17032,-0.800346,-3.45397,-2.24092,-1.27474,-1.71623,-1.22813,0.636449,-3.27037,-2.08221,-1.08072,-1.82496,Q5VZE5,NAA35_HUMAN,Q5VZE5,"N-alpha-acetyltransferase 35, NatC auxiliary subunit"
MBNL1;MBNL2,Translation,-1.37459,-0.948181,-2.42946,-2.00164,-1.15396,-1.49215,-1.12849,0.804327,-3.16912,-1.95577,-1.46658,-1.92552,Q5VZF2;Q9NR56;O95205;C9JP00;A0A7P0T9I3;C9JCX1;Q9NR56-2;Q9NR56-3;Q9NR56-4;Q9NR56-5;Q9NR56-6;Q9NR56-7;Q86VM6;A0A0A0MQX8;H7C4Y1;H7C4T5;Q5VZF2-2;Q5VZF2-3,MBNL1_HUMAN;MBNL2_HUMAN,Q5VZF2;Q5VZF2-2;Q5VZF2-3;Q9NR56,Muscleblind-like protein 2
TPP2,Translation,-1.64749,-1.80067,-3.43807,-2.16618,-1.1205,-1.91901,-1.35893,1.06853,-3.2719,-1.99295,-1.03069,-1.81644,Q5VZU9,Q5VZU9_HUMAN,Q5VZU9,"Isoform of P29144, Tripeptidyl-peptidase 2"
KRT79,PM,-1.7176,-1.81511,0.0223147,-2.2363,-0.538129,-1.73607,-1.51636,-1.11835,-3.89044,-2.57305,-1.44809,-1.33513,Q5XKE5,K2C79_HUMAN,Q5XKE5,"Keratin, type II cytoskeletal 79"
FBXW10,ER,-1.10738,-1.26607,-2.39579,0.0970053,-1.36629,-1.29974,-1.5958,-2.04584,-2.60411,-2.76914,-1.61488,-1.05051,Q5XX13;Q5XX13-2;Q5XX13-3;Q5XX13-4;Q9BXD7,FBW10_HUMAN,Q5XX13;Q5XX13-2;Q5XX13-3;Q5XX13-4,F-box/WD repeat-containing protein 10
TNS2,protein-complex,-2.26235,0.104644,-0.915944,-1.60119,-0.246694,-1.73819,-1.60737,-2.4034,-3.29811,-1.9681,-1.35001,-1.1098,Q63HR2;F8VV64;Q63HR2-2;Q63HR2-4;Q63HR2-5;Q63HR2-6,TENS2_HUMAN,Q63HR2;Q63HR2-4,Tensin-2
TNS1;TNS2;TNS3,Cytoplasm,-1.93627,-0.854773,-2.64121,-2.66751,1.38616,-1.4066,-1.62888,-3.13854,-3.34441,-1.80672,-2.15006,-1.73632,Q63HR2;Q68CZ2;Q9HBL0;A0A2R8Y4T1;Q9HBL0-1;Q68CZ2-2;F8VV64;H0Y4U1;Q63HR2-2;Q63HR2-4;Q63HR2-5;Q63HR2-6;E9PF55;E9PGF5;A0A494C067,TENS1_HUMAN;TENS2_HUMAN;TENS3_HUMAN,Q63HR2;Q63HR2-4;Q68CZ2;Q9HBL0,Tensin-2
KANK2,Cytoplasm,-1.93226,-0.311883,-2.32865,-0.481296,0.68336,-1.01036,-0.878306,-3.73563,-3.14989,-1.73681,-1.69348,-1.32909,Q5T7N3;Q63ZY3;Q63ZY3-2;Q63ZY3-3;K7ES05,KANK2_HUMAN,Q63ZY3;Q63ZY3-3,KN motif and ankyrin repeat domain-containing protein 2
LPCAT4,ER,-1.51767,-2.04608,-3.07272,1.92378,-1.12579,-1.91063,-1.26336,-1.76505,-4.77486,-3.38622,-1.6967,-1.03981,Q643R3,LPCT4_HUMAN,Q643R3,Lysophospholipid acyltransferase LPCAT4
LARP1B,Translation,-1.47597,-1.42077,-3.4702,-2.46416,-1.34395,-2.04706,-1.32719,0.757136,-3.27356,-2.00575,-1.02822,-1.70526,Q659C4;D6R9W6;H0Y9K3;G3V0E9;Q659C4-3;Q659C4-9;A0A3B3ISF0;A0A3B3ISF8;A0A3B3IT29,LAR1B_HUMAN,Q659C4,La-related protein 1B
LARP1B,Translation,-1.25999,-1.30119,-3.75919,-2.37756,-1.5059,-2.10976,-1.36076,0.958095,-3.31135,-2.0492,-1.08481,-1.65191,Q659C4;Q659C4-2;Q659C4-5;Q659C4-6;Q659C4-8;Q659C4-7;A0A3B3ISF0,LAR1B_HUMAN,Q659C4;Q659C4-5,La-related protein 1B
TBC1D9B,protein-complex,-0.83537,0.149577,-3.5128,-2.57718,-0.618144,-1.29267,-0.993813,-4.03834,-3.1731,-2.09108,-1.17163,-1.71467,Q66K14;H0YB08;Q66K14-2,TBC9B_HUMAN,Q66K14;Q66K14-2,TBC1 domain family member 9B
MAP1S,Translation,-1.20788,-1.06857,-3.44189,-2.05932,-1.24526,-1.9624,-1.49553,0.743085,-3.2304,-2.04594,-1.11177,-1.84852,Q66K74;Q66K74-2,MAP1S_HUMAN,Q66K74,Microtubule-associated protein 1S
ARL6IP4,Translation,-1.74089,-1.97221,-1.8625,-2.61849,-2.29221,-2.77708,0.402775,0.435612,-3.279,-2.52477,-1.82119,-1.50059,Q66PJ3;F8WCT1;A0A8C8KBE9;H7BZV4;Q66PJ3-1;Q66PJ3-2;Q66PJ3-3;Q66PJ3-4;Q66PJ3-7;Q66PJ3-9;F5GYV5;A0A0C4DG62;Q66PJ3-10,AR6P4_HUMAN,Q66PJ3;Q66PJ3-1,ADP-ribosylation factor-like protein 6-interacting protein 4
ATG16L1,Cytoplasm,-1.8772,-1.07706,-1.72644,-2.23341,1.84843,-1.70379,-1.25718,-2.44194,-3.15909,-2.00549,-1.91228,-1.57771,Q676U5;E7EVC7;Q676U5-2;Q676U5-3,A16L1_HUMAN,Q676U5,Autophagy-related protein 16-1
OLFML2A,ER,-2.43714,-2.61992,-0.9622,0.37177,-0.851169,-2.91127,-1.81143,-1.26786,-3.6664,-1.69713,-0.917468,-1.37155,Q68BL7;Q5JTM7,OLM2A_HUMAN,Q68BL7,Olfactomedin-like protein 2A
HGSNAT,Cytoplasm,-2.01718,-1.8583,-1.12333,-1.53884,1.17369,-0.566503,-2.1383,-3.39258,-3.81525,-2.29143,-1.62627,-1.3491,Q68CP4;Q68CP4-2;E5RJC4,HGNAT_HUMAN,Q68CP4;Q68CP4-2,Heparan-alpha-glucosaminide N-acetyltransferase
TNS3,Cytoplasm,-2.14412,-0.419626,-2.41896,-2.40819,1.14569,-1.44303,-1.59035,-4.59972,-3.20356,-1.92958,-2.149,-1.68192,Q68CZ2;Q68CZ2-2;Q68CZ2-3;Q68CZ2-4;C9JHU5;E9PCX8,TENS3_HUMAN,Q68CZ2,Tensin-3
ZFYVE26,Mitochondria,-1.69695,-2.28027,-2.97368,-1.65142,-0.251292,0.0107914,-0.887258,-1.33859,-3.36954,-2.18111,-1.18198,-1.52639,Q68DK2;Q68DK2-2;Q68DK2-5;G3V2D8;A0A7I2YQU3;A0A7I2YQV0;A0A7I2V403,ZFY26_HUMAN,Q68DK2;Q68DK2-2;Q68DK2-5,Zinc finger FYVE domain-containing protein 26
CRYBG3,Cytoplasm,-1.57128,-0.761218,-1.89243,-1.5502,0.663572,-1.09996,-1.50405,-2.87387,-2.78357,-2.02157,-1.18572,-1.68989,Q68DQ2,CRBG3_HUMAN,Q68DQ2,Very large A-kinase anchor protein
CWF19L1,Translation,-1.09764,-0.00326402,-2.60922,-1.84753,-0.994603,-1.47758,-1.6811,0.586098,-3.18335,-1.97512,-1.66809,-2.02382,Q69YN2;Q69YN2-3,C19L1_HUMAN,Q69YN2,CWF19-like protein 1
SPECC1L,Nucleus,-2.11547,-1.19288,-1.3868,-2.59448,-2.36238,-2.72405,1.05364,-0.397031,-3.4471,-2.72494,-2.00442,-1.25946,Q69YQ0;C9J8U1;A0A494C1J1;Q69YQ0-2;F8WAN1,CYTSA_HUMAN,Q69YQ0;Q69YQ0-2,Cytospin-A
HEATR6,Translation,-1.61286,-1.63222,-3.44102,-2.16371,-1.24414,-1.28763,-0.908198,1.11008,-3.47191,-2.07984,-1.32599,-1.70866,Q6AI08;K7EIX2;K7ELR8;K7ESP5,HEAT6_HUMAN,Q6AI08,HEAT repeat-containing protein 6
NXN,Cytoplasm,-2.03275,-1.15735,-2.82149,-2.22643,1.61627,-1.40448,-1.21036,-3.08808,-3.22686,-2.053,-2.20281,-2.03325,Q6DKJ4;Q6DKJ4-3;I3L4V6;A0A0C4DGI2,NXN_HUMAN,Q6DKJ4,Nucleoredoxin
NXN,Cytoplasm,-1.70016,-1.96987,-2.40468,-1.94634,1.94762,-1.698,-0.991704,-3.00055,-3.18224,-2.00548,-2.167,-1.79436,Q6DKJ4;Q6DKJ4-2;Q6DKJ4-3,NXN_HUMAN,Q6DKJ4;Q6DKJ4-2,Nucleoredoxin
IQSEC1,Nucleus,-1.67419,-2.88318,-2.92698,-3.05145,0.271815,-1.18522,0.973614,-1.64421,-3.62308,-1.91512,-1.691,-1.49016,Q6DN90;A0A2R8Y7T6;Q6DN90-2;Q6DN90-3;A0A3B3IRZ4;A0A3B3IU98;A0A0C4DGT3,IQEC1_HUMAN,Q6DN90;Q6DN90-3,IQ motif and SEC7 domain-containing protein 1
CIAPIN1,Cytoplasm,-2.12788,-1.35262,-1.92848,-1.16618,1.39257,-1.46501,-1.45978,-2.01659,-3.02922,-2.03058,-2.10114,-1.48099,Q6FI81;H3BV90;Q6FI81-2;Q6FI81-3,CPIN1_HUMAN,Q6FI81,Anamorsin
SMYD5,Cytoplasm,-2.08081,-1.53523,-1.73396,-1.38588,1.61957,-1.11301,-1.93857,-2.51684,-3.14955,-2.06441,-1.96832,-1.75038,Q6GMV2,SMYD5_HUMAN,Q6GMV2,Histone-lysine N-trimethyltransferase SMYD5
PTRHD1,Cytoplasm,-1.88827,-1.49769,-1.95081,-1.65148,0.991615,-0.862682,-2.03105,-2.21003,-3.06159,-2.06581,-2.09502,-1.6471,Q6GMV3,PTRD1_HUMAN,Q6GMV3,Putative peptidyl-tRNA hydrolase PTRHD1
OTUD7B,Cytoplasm,-1.76953,-0.931233,-1.90584,-1.5045,0.893664,-1.61615,-1.2789,-1.74982,-2.85137,-2.02486,-2.18597,-1.64367,Q6GQQ9;Q6GQQ9-2,OTU7B_HUMAN,Q6GQQ9-2,"Isoform of Q6GQQ9, Isoform 2 of OTU domain-containing protein 7B"
TWF2,protein-complex,-2.16066,0.952919,-2.20457,-1.34721,-0.302315,-1.64295,-1.46952,-2.23197,-2.95666,-2.0504,-1.88452,-1.74959,Q6IBS0;D6RG15;A0A7I2V2U8;A0A7I2V5D3,TWF2_HUMAN,Q6IBS0,Twinfilin-2
KIAA0930,Cytoplasm,-1.03055,-1.3322,-2.45496,-1.8206,0.0436752,-1.37857,-1.15691,-1.10926,-1.91097,-2.03387,-0.76123,-1.83903,Q6ICG6;B0QY16;Q6ICG6-2;Q6ICG6-3,K0930_HUMAN,Q6ICG6;Q6ICG6-2;Q6ICG6-3,Uncharacterized protein KIAA0930
TCTN3,Golgi apparatus,-0.21944,-2.00867,-1.65249,-1.842,-1.63115,-1.69601,-1.15693,-1.72673,-4.35193,-1.55341,0.276232,-0.833765,Q6NUS6;A0A804G9W2;Q6NUS6-2;Q6NUS6-3;A0A7P0T8X6;A0A7P0TB57;A0A7P0TA00;A0A0C4DFN5,TECT3_HUMAN,Q6NUS6;Q6NUS6-2,Tectonic-3
TTI2,protein-complex,-0.772852,0.179355,-2.65217,-2.41695,-1.11608,-1.65781,-0.839114,-2.37364,-3.01936,-1.99925,-1.15345,-1.82314,Q6NXR4;E5RIH5,TTI2_HUMAN,Q6NXR4,TELO2-interacting protein 2
PPP1R18,ER,-2.32183,-2.02549,-0.492631,0.636842,-1.4514,-2.65716,-1.63548,-1.44049,-4.30145,-2.6444,-1.0974,-1.40477,Q6NYC8;Q6NYC8-3,PPR18_HUMAN,Q6NYC8,Phostensin
MZT2B,Translation,-1.12683,-1.65765,-2.90788,-1.13915,-2.15039,-1.64996,-1.67599,0.854833,-3.60734,-2.94433,-0.980105,-1.03789,Q6NZ67;Q6P582;H7BZ50;B8ZZ87;H7C202;H7C173;A0A494C0V9,MZT2B_HUMAN,Q6NZ67,Mitotic-spindle organizing protein 2B
DHX57,Translation,-1.21709,-1.66302,-3.09767,-1.77909,-1.4992,-1.51757,-1.21533,1.113,-3.38501,-1.9432,-1.37246,-1.80645,Q6P158;H7C109,DHX57_HUMAN,Q6P158,Putative ATP-dependent RNA helicase DHX57
DHX57,Translation,-1.23536,-1.58313,-3.06206,-1.47022,-1.54765,-1.51413,-1.41029,0.929664,-3.36619,-1.95813,-1.24743,-1.74021,Q6P158;Q6P158-2;Q6P158-3;A0A087WZ11,DHX57_HUMAN,Q6P158;Q6P158-2,Putative ATP-dependent RNA helicase DHX57
DHX29;DHX57,Translation,-0.914991,-2.16026,-2.51282,-2.8192,-0.650162,-2.523,-1.1214,0.4309,-3.4891,-2.21223,-1.79978,-1.35844,Q7Z478;Q6P158,DHX29_HUMAN;DHX57_HUMAN,Q6P158;Q7Z478,Putative ATP-dependent RNA helicase DHX57
CDC73,Nucleus,-2.05651,-1.30677,-2.00868,-3.00629,-1.07381,-2.0836,1.32785,-1.21623,-4.39167,-2.24296,-2.48752,-1.74649,Q6P1J9;A0A1B0GUB2;A0A3B3IRP5,CDC73_HUMAN,Q6P1J9,Parafibromin
MRPL14,Mitochondria,-2.14649,-1.86134,-1.56259,-2.38227,-1.07434,2.86314,-2.61502,-2.2007,-5.09689,-2.47146,-2.19691,-1.41719,Q6P1L8,RM14_HUMAN,Q6P1L8,"39S ribosomal protein L14, mitochondrial"
METTL2B,ER,-1.53903,-1.43947,-2.04734,0.42728,-1.003,-1.33489,-1.28024,-2.49012,-4.0487,-1.97444,-2.04053,-1.14057,Q96IZ6;Q6P1Q9;Q6P1Q9-2;A0A087WW35,MET2B_HUMAN,Q6P1Q9,tRNA N(3)-methylcytidine methyltransferase METTL2B
TAF2,Cytoplasm,-1.03658,-1.75661,-2.38013,-1.21413,1.22749,-2.06955,-0.765373,-2.24089,-3.31011,-2.18901,-0.808937,-1.60923,Q6P1X5;A0A8I5QJR0;H0YC37;A0A8I5KUQ2;A0A8I5KSY6;A0A8I5KV60,TAF2_HUMAN,Q6P1X5,Transcription initiation factor TFIID subunit 2
EDC4,Translation,-0.942056,-1.26732,-4.84733,-1.16941,-1.65736,-2.07175,-1.16893,0.533161,-3.65257,-2.23407,-1.09185,-1.48888,Q6P2E9,EDC4_HUMAN,Q6P2E9,Enhancer of mRNA-decapping protein 4
FAHD2A;FAHD2B,Mitochondria,-1.93765,-0.965976,-1.7169,-0.897065,-0.6022,0.0520789,-1.76692,-2.03836,-2.95416,-2.11529,-1.54665,-1.51715,Q6P2I3;Q96GK7,FAH2A_HUMAN;FAH2B_HUMAN,Q6P2I3;Q96GK7,Fumarylacetoacetate hydrolase domain-containing protein 2B
TTC27,Cytoplasm,-1.64866,-2.42539,-2.20991,-2.37643,1.8824,-1.52297,-1.26193,-2.24527,-3.18009,-2.06591,-2.04042,-1.95226,Q6P3X3,TTC27_HUMAN,Q6P3X3,Tetratricopeptide repeat protein 27
ALKBH5,Nucleus,-2.29926,-1.33485,-1.57686,-3.13131,-1.78445,-2.92431,1.64777,-0.863924,-3.82124,-2.42937,-2.18487,-1.59614,Q6P6C2;Q6P6C2-3;K7ER58,ALKB5_HUMAN,Q6P6C2,RNA demethylase ALKBH5
PDXDC1,Cytoplasm,-1.2416,-1.18254,-2.09163,-2.1503,1.04742,-1.46927,-1.3458,-3.12704,-3.04907,-2.0081,-1.30479,-1.72341,Q6P996;H3BND4;Q6P996-3;Q6P996-4;Q6P996-5,PDXD1_HUMAN,Q6P996;Q6P996-4;Q6P996-5,Pyridoxal-dependent decarboxylase domain-containing protein 1
PGM2L1,Cytoplasm,-2.39144,-1.4816,-2.08735,-1.20712,1.80341,-1.92093,-1.32106,-2.54639,-3.09168,-2.01011,-1.98986,-1.35003,Q6PCE3,PGM2L_HUMAN,Q6PCE3,"Glucose 1,6-bisphosphate synthase"
SKIC3,Translation,-0.994342,-1.75355,-3.85271,-1.3011,-1.93082,-1.21493,-1.38286,1.29196,-3.7066,-2.48857,-0.995338,-1.38404,Q6PGP7;D6RCE2;H0Y915;A0A8V8TN92;A0A8V8TNA2;A0A8V8TNJ4;A0A8V8TNJ9;A0A8V8TNK4;A0A8V8TNK9;A0A8V8TLR0;A0A8V8TLS3;A0A8V8TLT2;A0A8V8TLT7;A0A8V8TLU2;A0A8V8TLU5;A0A8V8TM98;A0A8V8TMA3;A0A8V8TMA8;A0A8V8TMB2,SKI3_HUMAN,Q6PGP7,SKI3 subunit of superkiller complex protein
NCEH1,ER,-1.34699,-2.62559,-1.6236,1.45834,-1.12294,-1.55924,-1.19891,-1.87668,-3.40453,-3.29352,-1.21365,-1.07285,Q6PIU2;A0A0A0MTJ9;H7C046;Q6PIU2-2;Q6PIU2-3,NCEH1_HUMAN,Q6PIU2;Q6PIU2-2,Neutral cholesterol ester hydrolase 1
TRIM65,Cytoplasm,-1.93966,-0.130533,-2.06107,-1.87965,0.841008,-1.26048,-1.46449,-2.77421,-3.73259,-2.28528,-2.10363,-0.102166,Q6PJ69;H0YGS7,TRI65_HUMAN,Q6PJ69,Tripartite motif-containing protein 65
DHRS4L2,Mitochondria,-2.53012,-2.92771,-1.73278,-1.63025,-2.08486,0.877958,-1.08347,-2.47105,-2.28202,-2.04697,-1.90069,-1.43423,Q6PKH6;Q6PKH6-2;E9PFL3,DR4L2_HUMAN,Q6PKH6,Dehydrogenase/reductase SDR family member 4-like 2
SLC30A9,Mitochondria,-1.43141,-1.50457,-2.14873,-1.02805,-1.49401,0.486082,-0.670743,-2.69668,-3.98464,-2.19568,-1.77861,-1.17196,Q6PML9,ZNT9_HUMAN,Q6PML9,"Proton-coupled zinc antiporter SLC30A9, mitochondrial"
CORO6,Translation,-1.17035,-1.45273,-4.72551,-1.07033,-1.51102,-2.17868,-1.34397,0.368604,-3.71994,-2.14115,-1.16936,-1.35702,Q6QEF8;J3KSS5;Q6QEF8-2;Q6QEF8-3;Q6QEF8-4;Q6QEF8-5;J3QLV6;J3QRV4,CORO6_HUMAN,Q6QEF8;Q6QEF8-2;Q6QEF8-3;Q6QEF8-4;Q6QEF8-5,Coronin-6
CORO1C;CORO6,Translation,-1.22455,-1.56889,-4.56294,-1.86253,-1.61275,-2.04056,-1.3062,1.11534,-3.63976,-2.12882,-1.00235,-1.4487,Q6QEF8;Q9ULV4;J3KSS5;H0YHL7;B4E3S0;Q9ULV4-2;Q9ULV4-3;Q6QEF8-2;Q6QEF8-3;Q6QEF8-4;Q6QEF8-5;J3QLV6,COR1C_HUMAN;CORO6_HUMAN,Q6QEF8;Q6QEF8-2;Q6QEF8-3;Q6QEF8-4;Q6QEF8-5;Q9ULV4;Q9ULV4-2;Q9ULV4-3,Coronin-6
MOXD1,PM,-1.13827,-2.48336,0.994314,-1.98638,-1.49089,-2.04408,-1.39591,-2.14565,-3.64474,-3.03336,-1.00595,-1.01102,Q6UVY6;A6PVS1,MOXD1_HUMAN,Q6UVY6,DBH-like monooxygenase protein 1
POGLUT2,ER,-2.01671,-0.0641135,-1.21362,0.427879,-0.944178,-1.37625,-1.97234,-1.82743,-2.12066,-2.41037,-1.98262,-1.36788,Q6UW63,PLGT2_HUMAN,Q6UW63,Protein O-glucosyltransferase 2
TMEM205,ER,-1.5965,-2.67911,-0.943599,0.690676,-1.65465,-2.31922,-1.08691,-2.01401,-4.6036,-2.95285,-1.53392,-0.827428,Q6UW68;K7EM09;K7ELQ9;K7EPR0,TM205_HUMAN,Q6UW68,Transmembrane protein 205
GASK1B,protein-complex,-0.820119,0.383536,-3.02988,-2.11998,-0.615916,-1.48653,-1.21622,-1.86518,-3.90509,-1.79486,0.116795,-1.43187,Q6UWH4;Q6UWH4-2;K7EN70;K7ESC5,GAK1B_HUMAN,Q6UWH4;Q6UWH4-2,Golgi-associated kinase 1B
ARSK,Lysosome,-2.51361,-3.4763,-1.45848,-2.49451,-1.76415,-1.20417,-1.47106,-1.44758,0.138226,-1.03416,-0.819558,-1.57797,Q6UWY0;D6RBR4;H0Y9F6;E9PGI0,ARSK_HUMAN,Q6UWY0,Arylsulfatase K
CWC27,Cytoplasm,-1.32732,-1.85756,-1.9726,-2.28193,0.313478,-1.15788,-0.139527,-2.0535,-3.3438,-2.09192,-1.60253,-1.69155,Q6UX04;D6REK3;Q6UX04-2;A0A8I5KP46;A0A8I5KQW2;A0A8I5KQK1;A0A8I5KRH9;A0A8I5KRF5;A0A8I5KU89;A0A8I5KT14;A0A8I5KX65;A0A8I5KUW8;A0A8I5KW10;A0A8I5KZ67;A0A8I5KY88;A0A8I5KXM7,CWC27_HUMAN,Q6UX04;Q6UX04-2,Spliceosome-associated protein CWC27 homolog
LAYN,Cytoplasm,-1.03703,-0.771743,-1.28046,-2.01573,0.332116,-1.14784,-2.12858,-1.91167,-3.52878,-3.06567,-1.16738,-1.24746,Q6UX15;Q6UX15-2;E9PR90;E9PQU7;E9PMI0,LAYN_HUMAN,Q6UX15;Q6UX15-2,Layilin
WDR82,Nucleus,-2.24762,-1.56792,-1.18644,-1.79815,-0.611062,-2.98519,0.581743,-1.7548,-3.93095,-2.34767,-2.09682,-1.61312,Q6UXN9,WDR82_HUMAN,Q6UXN9,WD repeat-containing protein 82
PACS1,Cytoplasm,-0.0823707,-2.49151,-4.11871,-2.69203,0.98963,-1.64099,-1.4658,-1.23996,-3.71232,-1.91648,-1.41109,-1.48592,Q6VY07;B4DF77;E9PNZ9;Q6VY07-2,PACS1_HUMAN,Q6VY07,Phosphofurin acidic cluster sorting protein 1
PACS1;PACS2,Cytoplasm,-0.597243,-3.24014,-3.95144,-1.89996,1.27077,-1.72274,-1.36162,-0.460191,-3.539,-1.87782,-1.28593,-1.65965,Q6VY07;Q86VP3;Q86VP3-2;Q86VP3-4;F8VW41;E9PPK2;E9PNG7;A0A8I5KQA5;Q6VY07-2,PACS1_HUMAN;PACS2_HUMAN,Q6VY07;Q86VP3;Q86VP3-2;Q86VP3-4,Phosphofurin acidic cluster sorting protein 1
MPRIP,ER,-2.27222,-0.894648,-0.964098,0.249845,-1.3118,-2.47828,-0.659079,-1.70264,-3.69143,-2.89384,-2.0069,-1.11855,Q6WCQ1;J3KSW8;H0Y2S9;A0A494BZV2;Q6WCQ1-2;Q6WCQ1-3,MPRIP_HUMAN,Q6WCQ1;Q6WCQ1-2,Myosin phosphatase Rho-interacting protein
DSTYK,Cytoplasm,-1.07856,-1.70082,-2.47428,-1.68585,0.328669,-1.32234,-0.807259,-2.96928,-3.36977,-2.26835,-0.0235718,-0.597795,Q6XUX3;Q6XUX3-2;Q6XUX3-3,DUSTY_HUMAN,Q6XUX3;Q6XUX3-2;Q6XUX3-3,Dual serine/threonine and tyrosine protein kinase
DNAJC14,Nucleus,-1.63452,-1.35212,-2.28517,-3.68687,-1.5812,-2.55555,2.37629,-1.71605,-3.63663,-2.15488,-2.2096,-1.91261,Q6Y2X3;H0YIP3;H0YHR6;H0YHG0;H0YHH1,DJC14_HUMAN,Q6Y2X3,DnaJ homolog subfamily C member 14
PPP1R21,protein-complex,-0.43685,0.0948021,-2.88773,-3.89776,-0.560816,-1.48306,-1.568,-1.81515,-3.95478,-2.09372,-0.819901,-1.2844,Q6ZMI0,PPR21_HUMAN,Q6ZMI0,Protein phosphatase 1 regulatory subunit 21
THSD4,Nucleus,-2.2651,-1.16053,-1.77937,-2.81654,-1.70445,-1.25621,0.975738,-1.44117,-4.61586,-2.32586,-1.97659,-1.47576,Q6ZMP0;Q6ZMP0-4,THSD4_HUMAN,Q6ZMP0,Thrombospondin type-1 domain-containing protein 4
THSD4,Nucleus,-2.25296,-1.33682,-1.97033,-2.9084,-1.80799,-1.33961,1.05758,-1.26589,-4.5859,-2.33259,-1.69523,-1.51697,Q6ZMP0;Q6ZMP0-2;Q6ZMP0-3;Q6ZMP0-4,THSD4_HUMAN,Q6ZMP0;Q6ZMP0-3,Thrombospondin type-1 domain-containing protein 4
SYNE3,Cytoplasm,-1.30626,-1.80744,-2.20888,-2.60882,0.144589,-0.985395,-0.300501,-2.16068,-3.31025,-2.10601,-1.02351,-1.35404,Q6ZMZ3;Q6ZMZ3-2;G3V533,SYNE3_HUMAN,Q6ZMZ3;Q6ZMZ3-2,Nesprin-3
ATG14,Cytoplasm,-2.21669,-1.87192,-0.575524,-0.549528,0.342409,-1.6254,-1.42995,-2.21834,-2.93366,-2.21327,-1.72811,-1.11172,Q6ZNE5;Q6ZNE5-2,BAKOR_HUMAN,Q6ZNE5,Beclin 1-associated autophagy-related key regulator
DPY19L3,protein-complex,-1.68019,0.292183,-3.80327,-1.28938,-0.300166,-1.59182,-1.10485,-1.09006,-3.59786,-2.14151,-1.94795,-1.55199,Q6ZPD9;K7ELH8,D19L3_HUMAN,Q6ZPD9,Probable C-mannosyltransferase DPY19L3
LIAT1,Translation,-1.32946,-2.19856,-3.23364,-1.76126,-0.410393,-1.67946,-1.27186,0.612725,-3.25674,-1.93981,-0.976052,-1.8447,Q6ZQX7;Q6ZQX7-2;Q6ZQX7-3;Q6ZQX7-4,LIAT1_HUMAN,Q6ZQX7;Q6ZQX7-2;Q6ZQX7-3;Q6ZQX7-4,Protein LIAT1
RIPOR1,protein-complex,-0.666655,0.424034,-1.74892,-3.77943,-0.381002,-1.30737,-2.40473,-1.28037,-3.85006,-2.75232,-1.76038,-1.19662,Q6ZS17;Q6ZS17-2;Q6ZS17-3;Q6ZS17-4;H3BUP6;H3BU12;H3BSV5;H3BS40;H3BQI5;A0A0A0MTL6,RIPR1_HUMAN,Q6ZS17;Q6ZS17-2;Q6ZS17-3;Q6ZS17-4,Rho family-interacting cell polarization regulator 1
ARHGEF18,protein-complex,-1.30792,0.123215,-2.44431,-1.66692,-1.51691,-1.54369,-0.0516956,-2.15978,-3.15689,-1.97482,-1.4564,-1.78931,A0A590UK10;Q6ZSZ5;A0A804CAZ4;M0QZS0;Q6ZSZ5-5;Q6ZSZ5-6;Q6ZSZ5-1;Q6ZSZ5-2;A0A3B3IPE9;A0A087WZG4,ARHGI_HUMAN,Q6ZSZ5;Q6ZSZ5-1;Q6ZSZ5-2;Q6ZSZ5-5;Q6ZSZ5-6,Rho guanine nucleotide exchange factor 18
CCDC9B,Translation,-0.931937,-1.49686,-1.65929,-2.36733,-0.757227,-2.3256,-2.09883,0.432084,-3.54344,-2.66416,-1.69746,-1.3688,Q6ZUT6;Q6ZUT6-2;Q6ZUT6-3;Q6ZUT6-4,CCD9B_HUMAN,Q6ZUT6;Q6ZUT6-4,Coiled-coil domain-containing protein 9B
TOM1L2,endosome-vesicle,0.255861,-1.20488,-2.24923,-3.80887,0.249578,-1.61076,-1.36002,-1.94744,-2.37401,-1.99965,-1.37191,-1.05699,Q6ZVM7;B7Z2U2;Q6ZVM7-2;Q6ZVM7-3;Q6ZVM7-4;Q6ZVM7-5;F5H3S6,TM1L2_HUMAN,Q6ZVM7,TOM1-like protein 2
