T: T: Genes,C: Winner INF,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
POFUT2,ER,-1.6465,-1.9171,-2.49225,2.45428,-1.28498,-3.19143,-2.81111,-1.34314,-2.27732,-1.73949,-2.93653,-1.12287,Q9Y2G5;S6FW71;Q9Y2G5-1;Q9Y2G5-2,OFUT2_HUMAN,Q9Y2G5,GDP-fucose protein O-fucosyltransferase 2
DLGAP4,Cytoplasm,-1.28144,-1.43843,-2.07847,-1.42924,1.6604,-2.12322,-1.92505,-3.01378,-3.54153,-1.85433,-1.60754,-1.48934,Q9Y2H0;F8WF49;A0A0B4J2C2;Q9Y2H0-1;Q9Y2H0-3,DLGP4_HUMAN,Q9Y2H0;Q9Y2H0-3,Disks large-associated protein 4
INPP5F,Cytoplasm,-0.940812,-1.21071,-2.8805,-2.0724,0.742439,-1.69353,-1.54742,-3.17477,-3.91037,-2.16952,-2.39437,-1.41916,Q9Y2H2;A0A0J9YWP2;A0A0J9YYL5;A0A3B3ITL0;Q9Y2H2-4;A0A3B3IRJ9,SAC2_HUMAN,Q9Y2H2,Phosphatidylinositide phosphatase SAC2
FNDC3A,ER,-1.0844,-1.29903,-1.38367,1.68506,-1.15059,-3.24132,-2.33727,-1.28295,-4.41332,-2.19736,-3.26504,-1.18085,Q9Y2H6;G5E9X3;Q9Y2H6-2,FND3A_HUMAN,Q9Y2H6;Q9Y2H6-2,Fibronectin type-III domain-containing protein 3A
NISCH,Cytoplasm,-1.83545,-1.61488,-1.55824,-1.61356,1.18796,-1.92126,-1.26505,-1.70643,-3.48824,-1.78307,-1.96158,-1.52303,Q9Y2I1;C9J715;Q9Y2I1-3;Q9Y2I1-4,NISCH_HUMAN,Q9Y2I1,Nischarin
WDR37,Translation,-1.26744,-1.52514,-2.4663,-1.69645,-1.6772,-1.79482,-1.42101,1.45908,-3.57859,-1.64512,-1.29708,-1.4006,Q9Y2I8;Q9Y2I8-2;Q9Y2I8-3;E7EQ49;C9JGR9;A0A3B3IT47,WDR37_HUMAN,Q9Y2I8;Q9Y2I8-2,WD repeat-containing protein 37
EPB41L3,PM,-1.47286,-2.3035,2.14491,-1.55575,-1.08163,-1.46339,-1.6554,-1.68172,-2.05565,-3.26806,-2.72744,-1.15533,Q9Y2J2;Q9Y2J2-2;Q9Y2J2-4;A0A0J9YW31;A0A0J9YY18;A0A0A0MSA4;A0A0A0MRA8;A8K968,E41L3_HUMAN,Q9Y2J2-2,"Isoform of Q9Y2J2, Isoform 2 of Band 4.1-like protein 3"
AMOTL2,Translation,-0.763389,-1.15072,-2.8876,-2.32615,-1.42564,-1.04133,-2.53192,0.091121,-3.52719,-1.37099,-1.64458,-1.20175,Q9Y2J4;Q9Y2J4-2;Q9Y2J4-3;Q9Y2J4-4,AMOL2_HUMAN,Q9Y2J4;Q9Y2J4-2;Q9Y2J4-3;Q9Y2J4-4,Angiomotin-like protein 2
USP20,Translation,-1.0005,-1.91589,-1.80158,-1.62322,-0.299397,-1.81699,-1.09442,0.242465,-3.46136,-1.65176,-0.792681,-1.40011,Q9Y2K6,UBP20_HUMAN,Q9Y2K6,Ubiquitin carboxyl-terminal hydrolase 20
DIS3,Nucleus,-1.97758,-0.831834,-2.61176,-2.76112,-1.09437,-1.14388,0.82671,-1.83121,-4.137,-2.15856,-1.75055,-1.23131,Q9Y2L1;G3V1J5;Q9Y2L1-2,RRP44_HUMAN,Q9Y2L1,Exosome complex exonuclease RRP44
LRCH1,Translation,-1.49159,-2.51415,-2.32742,-1.20356,-0.204812,-1.75476,-0.974524,0.861554,-3.3475,-1.81916,-1.28794,-1.38839,Q9Y2L9;Q9Y2L9-2;Q9Y2L9-3,LRCH1_HUMAN,Q9Y2L9-2,"Isoform of Q9Y2L9, Isoform 2 of Leucine-rich repeat and calponin homology domain-containing protein 1"
GSTK1,ER,-1.77238,-1.64886,-1.92196,0.334551,-1.05346,-1.40533,-2.46101,-1.47842,-2.33273,-1.02041,-1.69852,-1.05639,Q9Y2Q3;C9JNT3;E9PFN5;Q9Y2Q3-2;Q9Y2Q3-3;Q9Y2Q3-4,GSTK1_HUMAN,Q9Y2Q3,Glutathione S-transferase kappa 1
TMA7,Cytoplasm,-2.27104,-1.67671,-1.74601,-1.92825,1.72149,-1.35066,-1.92945,-1.62192,-3.469,-2.16776,-1.0346,-1.41763,Q9Y2S6;A0A024R1R8,TMA7_HUMAN,Q9Y2S6,Translation machinery-associated protein 7
AP3M1,protein-complex,-1.30531,1.22577,-1.81019,-1.71955,-1.76775,-2.03636,-1.7936,-1.19716,-3.62721,-1.75364,-1.17691,-1.45105,Q9Y2T2,AP3M1_HUMAN,Q9Y2T2,AP-3 complex subunit mu-1
MAP3K2,Cytoplasm,-0.581339,-0.890646,-2.34466,-1.37938,1.0369,-1.86163,-2.18624,-2.25061,-3.61123,-1.83824,-1.82187,-1.7392,Q9Y2U5,M3K2_HUMAN,Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2
CARHSP1,Cytoplasm,-1.69621,-1.3209,-2.05163,-1.19247,1.32078,-1.35,-1.02246,-1.66971,-3.29444,-1.68244,-1.72355,-1.26018,Q9Y2V2;H3BUY4;H3BTK3;H3BSW7;H3BPY5;H3BNU9;I3L3X8,CHSP1_HUMAN,Q9Y2V2,Calcium-regulated heat-stable protein 1
COG6,Cytoplasm,-0.468024,-1.53728,-2.02716,-1.46164,0.166032,-1.75731,-1.63476,-3.153,-3.72174,-1.81059,-2.34659,-1.54061,Q9Y2V7;Q9Y2V7-2,COG6_HUMAN,Q9Y2V7;Q9Y2V7-2,Conserved oligomeric Golgi complex subunit 6
THRAP3,Nucleus,-1.89586,-2.08478,-1.7078,-3.69076,-1.38997,-3.30602,1.72252,-1.16469,-4.1454,-2.66418,-1.75657,-1.37442,Q9Y2W1;A0A3B3ITZ9,TR150_HUMAN,Q9Y2W1,Thyroid hormone receptor-associated protein 3
WBP11,Nucleus,-1.89344,-2.02844,-1.52639,-4.19279,-1.50644,-2.89099,2.00751,-1.27745,-4.50582,-2.71983,-2.04223,-1.40014,Q9Y2W2,WBP11_HUMAN,Q9Y2W2,WW domain-binding protein 11
NOP58,Nucleus,-1.76064,-1.88641,-1.40519,-4.05736,-1.47054,-2.10588,1.85458,-1.20082,-4.64668,-2.73842,-2.24297,-1.35575,Q9Y2X3,NOP58_HUMAN,Q9Y2X3,Nucleolar protein 58
GIT1,protein-complex,-2.1674,0.710529,-2.03704,-1.47242,-0.76387,-2.66695,-2.1688,-3.2855,-3.9013,-1.91746,-1.41011,-1.37239,Q9Y2X7;Q9Y2X7-3;J3QLH1;J3QRU8;A0A0C4DGN6,GIT1_HUMAN,Q9Y2X7,ARF GTPase-activating protein GIT1
SUGT1,Cytoplasm,-1.9944,-1.51712,-1.78462,-1.50441,1.78663,-1.75903,-1.15519,-1.96703,-3.44215,-1.74152,-2.38991,-1.42417,Q9Y2Z0,SGT1_HUMAN,Q9Y2Z0,Protein SGT1 homolog
SUGT1,Cytoplasm,-2.04224,-1.51352,-1.89144,-1.23146,1.53697,-2.01528,-1.01675,-1.82569,-3.47869,-1.70428,-1.97227,-1.46205,Q9Y2Z0;Q9Y2Z0-2,SGT1_HUMAN,Q9Y2Z0;Q9Y2Z0-2,Protein SGT1 homolog
AMDHD2,Cytoplasm,-1.32859,-1.92355,-2.55095,-1.27406,1.01676,-1.57727,-1.17489,-3.11531,-3.63199,-1.8195,-2.72798,-1.78403,Q9Y303;H3BTZ6;H3BSV9;Q9Y303-2;Q9Y303-3;A0A3B3IU33;H3BQ15,NAGA_HUMAN,Q9Y303;Q9Y303-2;Q9Y303-3,N-acetylglucosamine-6-phosphate deacetylase
ACOT9,Mitochondria,-1.84697,-2.44611,-1.29694,-1.82972,-0.988473,0.303634,-1.03627,-1.30151,-4.04001,-3.21506,-2.7727,-1.23776,Q9Y305;C9J7L8;Q9Y305-2;Q9Y305-3;Q9Y305-4;H7C5Q2,ACOT9_HUMAN,Q9Y305;Q9Y305-2;Q9Y305-3;Q9Y305-4,"Acyl-coenzyme A thioesterase 9, mitochondrial"
NOSIP,Translation,-1.13895,-1.97024,-2.91549,-1.92406,-0.389793,-0.801244,-0.890994,0.0531727,-3.58816,-1.62553,-1.42068,-1.20619,Q9Y314;A0A075B797;A0A075B6F9;M0R3B2,NOSIP_HUMAN,Q9Y314,Nitric oxide synthase-interacting protein
DERA,protein-complex,-1.06272,0.175177,-1.6187,-1.93475,-1.17393,-2.01681,-2.09801,-0.0939272,-3.61807,-1.88663,-1.52488,-1.44901,Q9Y315;E9PPM8;E9PML7,DEOC_HUMAN,Q9Y315,Deoxyribose-phosphate aldolase
MEMO1,Cytoplasm,-1.78911,-1.34806,-2.20333,-1.29093,1.34308,-1.6224,-1.29552,-1.69106,-3.48644,-1.68157,-1.96639,-1.49719,Q9Y316;Q9Y316-2;Q9Y316-3,MEMO1_HUMAN,Q9Y316,Protein MEMO1
TMX2,ER,-0.972839,-2.11986,-1.90132,1.63687,-1.24368,-3.88668,-2.17991,-1.63224,-3.6368,-0.880469,-3.09516,-1.20562,Q9Y320;Q9Y320-2,TMX2_HUMAN,Q9Y320;Q9Y320-2,Thioredoxin-related transmembrane protein 2
SNX24,Cytoplasm,-1.60231,-1.36924,-2.24783,-1.33312,1.41711,-1.74635,-1.2663,-1.80746,-3.40546,-1.70512,-1.77586,-1.54458,Q96L94;Q9Y343;A8MXB7;Q9Y343-2;H0YA25;Q96L94-2,SNX24_HUMAN,Q9Y343;Q9Y343-2,Sorting nexin-24
SH3GLB1,Cytoplasm,-1.0357,-0.704395,-1.66313,-1.96398,0.00751703,-1.88787,-1.43626,-0.0431122,-3.39649,-1.79329,-1.83404,-1.36867,Q9Y371;Q9Y371-2;A0A087WW40,SHLB1_HUMAN,Q9Y371;Q9Y371-2,Endophilin-B1
CAB39,Cytoplasm,-1.21149,-0.502041,-2.19749,-1.93862,1.27782,-2.35631,-2.43296,-3.40379,-3.95385,-2.4039,-2.5153,-1.60958,Q9Y376,CAB39_HUMAN,Q9Y376,Calcium-binding protein 39
LUC7L2,Translation,-1.75403,-2.09704,-2.79408,-2.01691,-2.63633,-0.030104,-0.537256,0.821876,-3.74351,-1.78708,-1.47648,-1.20639,Q9Y383;Q9Y383-2;Q9Y383-3;Q96HJ9-2;A0A0A6YYJ8,LC7L2_HUMAN,Q9Y383,Putative RNA-binding protein Luc7-like 2
DHRS7,ER,-1.50158,-1.45565,-1.21955,0.802894,-1.06924,-2.38007,-1.78358,-2.34687,-3.37946,-2.854,-1.82321,-0.995201,Q9Y394;H0YJR8;H0YJ66;Q9Y394-2,DHRS7_HUMAN,Q9Y394;Q9Y394-2,Dehydrogenase/reductase SDR family member 7
MOB4,protein-complex,-0.966704,1.25696,-2.62215,-0.986767,-1.99858,-1.85774,-1.22756,-3.54885,-3.52612,-1.70664,-1.87384,-1.61543,Q9Y3A3;B4DM50;Q9Y3A3-2;Q9Y3A3-3;S4R3N1,PHOCN_HUMAN,Q9Y3A3;Q9Y3A3-3,MOB-like protein phocein
TMED5,Golgi apparatus,-0.176936,-2.6913,-2.22896,-1.08978,-1.31219,-1.791,-1.60328,-1.35433,-2.79942,-3.12072,0.0355354,-1.20594,Q9Y3A6,TMED5_HUMAN,Q9Y3A6,Transmembrane emp24 domain-containing protein 5
MRPL11,Mitochondria,-1.91574,-2.01946,-1.13228,-2.40476,-1.06815,1.61438,-1.87372,-1.43828,-4.22863,-2.27307,-2.67317,-1.3296,Q9Y3B7;H0YCD5;Q9Y3B7-2;Q9Y3B7-3,RM11_HUMAN,Q9Y3B7,"39S ribosomal protein L11, mitochondrial"
REXO2,Cytoplasm,-1.58488,-1.50615,-1.49647,-1.72728,0.789675,-0.196234,-1.32884,-2.87808,-3.00482,-1.9097,-2.24106,-1.56641,Q9Y3B8-3,ORN_HUMAN,Q9Y3B8-3,"Isoform of Q9Y3B8, Isoform 3 of Oligoribonuclease, mitochondrial"
NOP16,Nucleus,-2.13613,-2.04707,-2.3385,-3.61224,-1.62584,-1.56674,1.94768,-1.94179,-4.13198,-2.12089,-1.9376,-1.17473,Q9Y3C1;D6RIC3;Q9Y3C1-2;Q9Y3C1-3;A0A0C4DGU5,NOP16_HUMAN,Q9Y3C1,Nucleolar protein 16
TPRKB,Cytoplasm,-1.57104,-2.11572,-2.26722,-1.39097,1.18852,-1.36856,-0.862501,-0.821073,-3.51636,-1.66282,-1.54807,-1.34811,Q9Y3C4;Q9Y3C4-3,TPRKB_HUMAN,Q9Y3C4,EKC/KEOPS complex subunit TPRKB
PPIL1,Cytoplasm,-1.62166,-1.7893,-2.56586,-2.40306,0.534422,-1.42796,0.00520944,-2.81481,-3.74649,-1.8361,-1.67428,-1.22691,Q9Y3C6,PPIL1_HUMAN,Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1
CIAO2B,Cytoplasm,-1.40025,-1.37117,-2.1947,-1.28895,0.843935,-1.1677,-1.08185,-1.03398,-3.55308,-1.66031,-1.47595,-1.39754,Q9Y3D0;H3BNV7;J3QLT9,CIA2B_HUMAN,Q9Y3D0,Cytosolic iron-sulfur assembly component 2B
FIS1,Cytoplasm,-0.923803,-0.816271,-2.08222,-1.6745,0.20741,-1.03064,-1.45274,-2.32446,-3.82422,-1.85691,-0.624459,-1.30961,Q9Y3D6,FIS1_HUMAN,Q9Y3D6,Mitochondrial fission 1 protein
AK6,Cytoplasm,-1.55839,-1.36429,-2.02662,-1.23309,1.62065,-2.33087,-1.30758,-1.83002,-3.39728,-1.6932,-1.51594,-1.45937,Q9Y3D8;Q9Y3D8-2;A0A087WVD7;A0A087WY94,KAD6_HUMAN,Q9Y3D8,Adenylate kinase isoenzyme 6
MRPS23,Mitochondria,-1.91159,-2.11216,-1.1044,-2.56786,-1.02049,1.81802,-1.91234,-1.44623,-4.2547,-2.34904,-2.66573,-1.3283,Q9Y3D9,RT23_HUMAN,Q9Y3D9,"28S ribosomal protein S23, mitochondrial"
GOLT1B,endosome-vesicle,1.07716,-0.905387,-3.99988,-1.37116,-1.4537,-1.17764,-0.645052,-4.20571,-3.25443,-1.89839,-1.24472,-1.43381,Q9Y3E0;G3V1U5,GOT1B_HUMAN,Q9Y3E0,Vesicle transport protein GOT1B
HDGFL3,Nucleus,-2.12758,-2.06436,-1.99689,-2.12786,-1.01591,-2.04243,0.84892,-1.66091,-4.06393,-2.63818,-0.878617,-1.26813,Q9Y3E1;H3BPM9,HDGR3_HUMAN,Q9Y3E1,Hepatoma-derived growth factor-related protein 3
PTRH2,ER,-1.54309,-1.64116,-1.57235,1.57407,-1.13974,-2.76165,-2.34764,-1.34096,-3.31181,-1.50692,-2.95459,-1.14428,Q9Y3E5;J3KQ48,PTH2_HUMAN,Q9Y3E5,"Peptidyl-tRNA hydrolase 2, mitochondrial"
CHMP3,Cytoplasm,-0.735649,-0.902854,-1.66229,-1.24752,0.873142,-1.74557,-1.27144,-2.97252,-2.88734,-1.82461,-1.7657,-1.60557,Q9Y3E7;Q9Y3E7-4,CHMP3_HUMAN,Q9Y3E7,Charged multivesicular body protein 3
CHMP3,Cytoplasm,-0.680715,-0.899376,-2.05384,-1.02101,1.02993,-1.4443,-1.24881,-2.8176,-2.95436,-1.79995,-1.74345,-1.6305,Q9Y3E7;Q9Y3E7-2;Q9Y3E7-3;A0A140T963,CHMP3_HUMAN,Q9Y3E7;Q9Y3E7-3,Charged multivesicular body protein 3
STRAP,Cytoplasm,-1.77684,-0.839972,-2.15294,-1.33597,0.851774,-2.03616,-1.31696,-1.89456,-3.54089,-1.69622,-1.84036,-1.50171,Q9Y3F4;H0YH33;Q9Y3F4-2,STRAP_HUMAN,Q9Y3F4;Q9Y3F4-2,Serine-threonine kinase receptor-associated protein
FBXO7,Cytoplasm,-1.47301,-1.69601,-1.99074,-1.8357,0.913588,-0.208407,-1.16856,-1.87049,-3.51146,-1.70594,-1.00307,-1.36373,Q9Y3I1;Q9Y3I1-2;Q9Y3I1-3,FBX7_HUMAN,Q9Y3I1;Q9Y3I1-2;Q9Y3I1-3,F-box only protein 7
SH3BP1,Translation,-1.53956,-1.75192,-2.48253,-1.48045,-1.17113,-1.40524,-1.17957,0.976469,-3.40275,-1.64515,-0.913386,-1.22388,Q9Y3L3;Q6ZT62;A0A2R8Y5V0;Q6ZT62-2;A0A3B3IU28;Q9Y3L3-2,3BP1_HUMAN,Q9Y3L3,SH3 domain-binding protein 1
RAP2C,PM,-0.9667,-2.69572,0.36188,-1.14989,-1.27945,-1.45255,-1.6783,-1.58213,-0.982476,-2.93912,-1.13889,-1.02995,Q9Y3L5;A0A087X2C3,RAP2C_HUMAN,Q9Y3L5,Ras-related protein Rap-2c
STARD13,Cytoplasm,-2.42613,-2.07707,-2.11033,-1.23502,1.43238,-1.44621,-1.22419,-0.914835,-3.50244,-1.66047,-1.07772,-1.32531,Q9Y3M8;Q9Y3M8-2;Q9Y3M8-3;Q9Y3M8-4;Q9Y3M8-5;H3BRG5,STA13_HUMAN,Q9Y3M8,StAR-related lipid transfer protein 13
RABGAP1,Cytoplasm,-1.63911,-1.88867,-2.73695,-1.68437,1.67981,-1.6713,-1.92747,-1.99322,-3.56052,-1.79713,-1.51711,-1.8785,Q9Y3P9,RBGP1_HUMAN,Q9Y3P9,Rab GTPase-activating protein 1
RABGAP1,Cytoplasm,-1.39558,-1.89015,-2.65803,-1.56891,1.78379,-1.84999,-2.08092,-2.00756,-3.52306,-1.80012,-1.48789,-1.86262,Q9Y3P9;Q9Y3P9-2,RBGP1_HUMAN,Q9Y3P9;Q9Y3P9-2,Rab GTPase-activating protein 1
TMED3,endosome-vesicle,0.175852,-2.31049,-0.909375,-1.0052,-1.39747,-1.08439,-1.78137,-1.65363,-1.1347,-3.10759,-1.71705,-1.13533,Q9Y3Q3,TMED3_HUMAN,Q9Y3Q3,Transmembrane emp24 domain-containing protein 3
SPACDR,Cytoplasm,-1.85533,-1.66708,-2.18998,-1.46195,1.59755,-1.65836,-1.20546,-1.18464,-3.40727,-1.7123,-1.77245,-1.46685,Q9Y3Q8,T22D4_HUMAN,Q9Y3Q8,Sperm acrosome developmental regulator
WNK2,Cytoplasm,-2.59481,-2.06432,-1.35032,-1.78541,0.731514,-1.08113,-0.342153,-0.642427,-3.4911,-1.71723,-1.61246,-1.28853,Q9Y3S1;Q9Y3S1-2;Q9Y3S1-3;Q9Y3S1-4;H0Y7T5;E9PCD1;A6PVV2,WNK2_HUMAN,Q9Y3S1;Q9Y3S1-2;Q9Y3S1-3;Q9Y3S1-4,Serine/threonine-protein kinase WNK2
ZNF330,Cytoplasm,-1.57993,-1.36534,-2.44053,-1.37277,1.61072,-1.35433,-1.41861,-2.20351,-3.4935,-1.73733,-2.32909,-1.58328,Q9Y3S2;D6RBR7;D6RBS7;D6RCK7;D6R9C8;D6R8Y9,ZN330_HUMAN,Q9Y3S2,Zinc finger protein 330
R3HCC1,Cytoplasm,-1.80979,-1.12198,-2.38078,-1.36605,1.05696,-1.76661,-1.26645,-1.57866,-3.52624,-1.6846,-1.62658,-1.38019,Q9Y3T6;A0A7P0N5L0;A0A0R4J2E2;A0A0D9SF44;A0A0D9SG39;Q9Y3T6-3;E5RHX3;E5RIQ4,R3HC1_HUMAN,Q9Y3T6;Q9Y3T6-3,R3H and coiled-coil domain-containing protein 1
RPL36,Translation,-1.26838,-2.0019,-1.91985,-1.54332,-1.68766,-1.16468,-1.33114,1.87252,-3.27731,-1.43171,-1.66107,-1.24599,Q9Y3U8;J3KTD3;J3QSB5,RL36_HUMAN,Q9Y3U8,60S ribosomal protein L36
CCDC9,Translation,-1.11387,-0.525346,-1.9455,-1.6063,-1.89246,-1.5326,-1.23001,0.159321,-3.14807,-2.01357,-1.52972,-1.29969,Q9Y3X0,CCDC9_HUMAN,Q9Y3X0,Coiled-coil domain-containing protein 9
CHTOP,Nucleus,-1.68962,-1.6512,-1.32301,-3.22972,-1.30658,-2.07937,1.37641,-1.07504,-4.66843,-3.04031,-2.53011,-1.23064,Q9Y3Y2;X6R700;A0A087X1B7;Q9Y3Y2-3;Q9Y3Y2-4,CHTOP_HUMAN,Q9Y3Y2;Q9Y3Y2-3;Q9Y3Y2-4,Chromatin target of PRMT1 protein
PRKAB1,Cytoplasm,-1.19662,-0.357111,-0.659846,-0.757021,0.0408809,-2.02567,-1.75615,-2.03631,-3.34517,-1.77635,-0.667709,-1.15353,Q9Y478,AAKB1_HUMAN,Q9Y478,5'-AMP-activated protein kinase subunit beta-1
TLN1,Cytoplasm,-1.12113,-1.15915,-1.90346,-0.994217,1.50827,-2.25146,-1.13147,-2.28356,-3.40585,-1.70398,-1.54406,-1.57419,Q9Y490,TLN1_HUMAN,Q9Y490,Talin-1
TLN1;TLN2,Cytoplasm,-1.02745,-1.22897,-1.82477,-0.947306,1.64075,-2.2233,-1.1192,-2.41514,-3.39725,-1.71392,-1.63064,-1.6073,Q9Y490;Q9Y4G6;H0YMT1;A0A1B0GVU7,TLN1_HUMAN;TLN2_HUMAN,Q9Y490;Q9Y4G6,Talin-1
KIF3A,Cytoplasm,-1.77389,-1.33588,-1.87826,-1.25816,1.70441,-1.38699,-1.29327,-3.49994,-3.5533,-1.67597,-1.76115,-1.3422,Q9Y496;J3KPF9;H7C2F6;E9PES4;A0A087X011,KIF3A_HUMAN,Q9Y496,Kinesin-like protein KIF3A
MTCL1,Translation,-1.23091,-2.04975,-2.31542,-1.38587,-1.39594,-1.37748,-1.0822,1.15874,-3.38108,-1.59883,-1.01143,-1.24188,Q9Y4B5;Q9Y4B5-2;Q9Y4B5-3;Q9Y4B5-4;A0A8Q3WKN6;A0A8Q3SIW6,MTCL1_HUMAN,Q9Y4B5,Microtubule cross-linking factor 1
WASHC2C,protein-complex,-0.922923,0.219451,-0.379114,-1.60637,-1.3676,-1.81234,-1.91584,-2.28791,-2.49041,-2.80834,-2.40449,-1.23341,Q9Y4E1;J3KP36;A0A096LPC5;Q9Y4E1-1;Q9Y4E1-2;Q9Y4E1-3;Q9Y4E1-5;Q9Y4E1-6,WAC2C_HUMAN,Q9Y4E1-1;Q9Y4E1-2,"Isoform of Q9Y4E1, Isoform 4 of WASH complex subunit 2C"
WDR7,Nucleus,-1.08418,-0.900886,-1.84424,-2.44305,-1.11999,-0.978764,0.112255,-2.03531,-3.38872,-2.56619,-2.23274,-0.986261,Q9Y4E6;Q9Y4E6-2,WDR7_HUMAN,Q9Y4E6;Q9Y4E6-2,WD repeat-containing protein 7
USP15,Cytoplasm,-1.52455,-0.621298,-2.2899,-1.10602,0.82844,-1.75847,-1.46971,-2.13494,-3.50464,-1.67599,-1.7528,-1.52117,Q9Y4E8,UBP15_HUMAN,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15
USP15,Cytoplasm,-1.82866,-1.1828,-2.21344,-1.1928,1.33298,-1.66907,-1.28799,-1.76214,-3.49494,-1.67404,-1.78615,-1.43541,Q9Y4E8-2;Q9Y4E8-3,UBP15_HUMAN,Q9Y4E8-2;Q9Y4E8-3,"Isoform of Q9Y4E8, Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 15"
USP15,Cytoplasm,-1.70295,-0.689559,-2.28588,-1.16179,0.950344,-2.15367,-1.37716,-1.9607,-3.49713,-1.67537,-1.61489,-1.53078,Q9Y4E8;H0YI31;F8W0H4;Q9Y4E8-2;Q9Y4E8-3;Q9Y4E8-4,UBP15_HUMAN,Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3,Ubiquitin carboxyl-terminal hydrolase 15
MARF1,Translation,-1.27465,-3.39353,-1.68484,-1.55461,-1.56961,-1.32973,-1.68236,1.99058,-3.4504,-1.61183,-0.630562,-1.24934,Q9Y4F3;F8VVB8;Q9Y4F3-3;Q9Y4F3-4;Q9Y4F3-5,MARF1_HUMAN,Q9Y4F3;Q9Y4F3-3;Q9Y4F3-4,Meiosis regulator and mRNA stability factor 1
TLN2,Cytoplasm,-1.42939,-1.344,-1.59661,-1.54292,0.847452,-1.20461,-1.77462,-2.37278,-3.78514,-2.0134,-0.536728,-1.45146,Q9Y4G6,TLN2_HUMAN,Q9Y4G6,Talin-2
MYO5A,Golgi apparatus,-0.862214,-3.023,-2.13051,-0.970852,-1.35267,-1.62224,-1.40215,-1.24204,-0.785926,-2.19016,0.418728,-1.03112,Q9Y4I1;Q9Y4I1-2;A0A8I5QKR9;A0A8I5QKS7;E7ERV5;F8WE88;H0Y3R0;A0A8I5KTF1;A0A8I5KXP8,MYO5A_HUMAN,Q9Y4I1-2,"Isoform of Q9Y4I1, Isoform 2 of Unconventional myosin-Va"
MYO5A,Golgi apparatus,-1.06305,-2.93083,-2.13348,-1.21447,-1.26574,-1.38971,-1.18264,-1.21711,-0.729481,-2.23807,0.46,-1.08981,Q9Y4I1;Q9Y4I1-2;Q9Y4I1-3;A0A8I5QJA8;A0A8I5QJE6;A0A8I5QKR9;A0A8I5QKS7;F8WE88;G3V394;A0A8J8YWI7;A0A8I5KV14;A0A8I5KTF1;A0A8I5KWE1;A0A8I5KX10;A0A8I5KYM3,MYO5A_HUMAN,Q9Y4I1-2;Q9Y4I1-3,"Isoform of Q9Y4I1, Isoform 2 of Unconventional myosin-Va"
MYO5A,PM,-1.05917,-1.6094,0.393058,-1.72463,-1.38692,-2.02247,-0.945597,-1.16421,-0.0430409,-2.48621,-2.94434,-1.06879,Q9Y4I1-3;G3V394;A0A8J8YWI7;A0A8I5KWE1;A0A8I5KXW9,MYO5A_HUMAN,Q9Y4I1-3,"Isoform of Q9Y4I1, Isoform 3 of Unconventional myosin-Va"
LOXL2,Nucleus,-1.76626,-1.61728,-1.54929,-2.5683,-1.38917,-2.385,1.3394,-1.10945,-4.44128,-2.63913,-2.07329,-1.25197,Q9Y4K0;H0YAP6,LOXL2_HUMAN,Q9Y4K0,Lysyl oxidase homolog 2
MAP4K5,Translation,-1.26846,-1.31879,-2.63535,-1.40473,-0.697419,-1.83616,-1.02348,0.22829,-3.43544,-1.76326,-1.13343,-1.37082,Q9Y4K4;G3V4T8;A0A804HIS2,M4K5_HUMAN,Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5
HYOU1,ER,-1.66982,-1.31149,-1.4377,1.71861,-1.1218,-2.17257,-3.45836,-1.1772,-3.93343,-1.70417,-3.33518,-1.01796,Q9Y4L1;A0A0G2JRS0;E9PJ21;A0A494C039;Q9Y4L1-2;K7EQK2;A0A087X054;A0A8Q3SHG4;J3QLE9;A0A087WWI4;J3QQH7,HYOU1_HUMAN,Q9Y4L1,Hypoxia up-regulated protein 1
TBL2,ER,-1.65829,-0.858231,-1.04033,0.321244,-1.19873,-0.808956,-2.86358,-1.20946,-4.19308,-1.38542,-2.82333,-0.921254,Q9Y4P3;F8WDI9;E9PF19;A0A087WXC6,TBL2_HUMAN,Q9Y4P3,Transducin beta-like protein 2
AFG3L2,Mitochondria,-1.89577,-1.89808,-1.1953,-2.35819,-0.879475,1.62136,-2.04249,-1.65295,-4.06042,-2.33318,-2.56422,-1.43638,Q9Y4W6;A0A8I5QJR7;A0A8I5KVV1,AFG32_HUMAN,Q9Y4W6,AFG3-like protein 2
LSM5,Nucleus,-1.81198,-1.09145,-2.46582,-2.43319,-1.50785,-2.48866,0.0974683,-1.31979,-3.71044,-3.40388,-1.2508,-0.468167,Q9Y4Y9;Q9Y4Y9-2,LSM5_HUMAN,Q9Y4Y9,U6 snRNA-associated Sm-like protein LSm5
